Codigo;Regiao;UF;Data;Semana;Populacao;Casos_Acumulados;Casos_Novos;Obitos_Acumulados;Obitos_Novos
SE21/03/24;Nordeste;SE;24/03/2021;12;2298696;168536;800;3347;25
SE21/03/25;Nordeste;SE;25/03/2021;12;2298696;169458;922;3368;21
SE21/03/26;Nordeste;SE;26/03/2021;12;2298696;170413;955;3389;21
SE21/03/27;Nordeste;SE;27/03/2021;12;2298696;171261;848;3411;22
BA20/03/15;Nordeste;BA;15/03/2020;12;14873064;2;0;0;0
BA20/03/16;Nordeste;BA;16/03/2020;12;14873064;2;0;0;0
BA20/03/17;Nordeste;BA;17/03/2020;12;14873064;3;1;0;0
BA20/03/18;Nordeste;BA;18/03/2020;12;14873064;3;0;0;0
BA20/03/19;Nordeste;BA;19/03/2020;12;14873064;30;27;0;0
BA20/03/20;Nordeste;BA;20/03/2020;12;14873064;33;3;0;0
BA20/03/21;Nordeste;BA;21/03/2020;12;14873064;41;8;0;0
BA21/03/21;Nordeste;BA;21/03/2021;12;14873064;768832;1698;14099;99
BA21/03/22;Nordeste;BA;22/03/2021;12;14873064;770430;1598;14224;125
BA21/03/23;Nordeste;BA;23/03/2021;12;14873064;774491;4061;14357;133
BA21/03/24;Nordeste;BA;24/03/2021;12;14873064;779321;4830;14492;135
BA21/03/25;Nordeste;BA;25/03/2021;12;14873064;783558;4237;14631;139
BA21/03/26;Nordeste;BA;26/03/2021;12;14873064;788296;4738;14786;155
BA21/03/27;Nordeste;BA;27/03/2021;12;14873064;791481;3185;14886;100
MG20/03/15;Sudeste;MG;15/03/2020;12;21168791;2;0;0;0
MG20/03/16;Sudeste;MG;16/03/2020;12;21168791;5;3;0;0
MG20/03/17;Sudeste;MG;17/03/2020;12;21168791;7;2;0;0
MG20/03/18;Sudeste;MG;18/03/2020;12;21168791;15;8;0;0
MG20/03/19;Sudeste;MG;19/03/2020;12;21168791;29;14;0;0
MG20/03/20;Sudeste;MG;20/03/2020;12;21168791;35;6;0;0
MG20/03/21;Sudeste;MG;21/03/2020;12;21168791;38;3;0;0
MG21/03/21;Sudeste;MG;21/03/2021;12;21168791;1033562;9593;22007;243
MG21/03/22;Sudeste;MG;22/03/2021;12;21168791;1036301;2739;22055;48
MG21/03/23;Sudeste;MG;23/03/2021;12;21168791;1040198;3897;22123;68
MG21/03/24;Sudeste;MG;24/03/2021;12;21168791;1053994;13796;22497;374
MG21/03/25;Sudeste;MG;25/03/2021;12;21168791;1067919;13925;22571;74
MG21/03/26;Sudeste;MG;26/03/2021;12;21168791;1081981;14062;22887;316
MG21/03/27;Sudeste;MG;27/03/2021;12;21168791;1093539;11558;23366;479
ES20/03/15;Sudeste;ES;15/03/2020;12;4018650;1;0;0;0
ES20/03/16;Sudeste;ES;16/03/2020;12;4018650;1;0;0;0
ES20/03/17;Sudeste;ES;17/03/2020;12;4018650;1;0;0;0
ES20/03/18;Sudeste;ES;18/03/2020;12;4018650;9;8;0;0
ES20/03/19;Sudeste;ES;19/03/2020;12;4018650;11;2;0;0
ES20/03/20;Sudeste;ES;20/03/2020;12;4018650;13;2;0;0
ES20/03/21;Sudeste;ES;21/03/2020;12;4018650;26;13;0;0
ES21/03/21;Sudeste;ES;21/03/2021;12;4018650;359172;1519;6926;21
ES21/03/22;Sudeste;ES;22/03/2021;12;4018650;361422;2250;6981;55
ES21/03/23;Sudeste;ES;23/03/2021;12;4018650;363685;2263;7044;63
ES21/03/24;Sudeste;ES;24/03/2021;12;4018650;365877;2192;7108;64
ES21/03/25;Sudeste;ES;25/03/2021;12;4018650;368402;2525;7161;53
ES21/03/26;Sudeste;ES;26/03/2021;12;4018650;370110;1708;7214;53
ES21/03/27;Sudeste;ES;27/03/2021;12;4018650;372604;2494;7248;34
RJ20/03/15;Sudeste;RJ;15/03/2020;12;17264943;24;2;0;0
RJ20/03/16;Sudeste;RJ;16/03/2020;12;17264943;31;7;0;0
RJ20/03/17;Sudeste;RJ;17/03/2020;12;17264943;33;2;0;0
RJ20/03/18;Sudeste;RJ;18/03/2020;12;17264943;45;12;0;0
RJ20/03/19;Sudeste;RJ;19/03/2020;12;17264943;65;20;2;2
RJ20/03/20;Sudeste;RJ;20/03/2020;12;17264943;109;44;2;0
RJ20/03/21;Sudeste;RJ;21/03/2020;12;17264943;119;10;3;1
RJ21/03/21;Sudeste;RJ;21/03/2021;12;17264943;621991;2763;35131;114
RJ21/03/22;Sudeste;RJ;22/03/2021;12;17264943;623460;1469;35180;49
RJ21/03/23;Sudeste;RJ;23/03/2021;12;17264943;626661;3201;35331;151
RJ21/03/24;Sudeste;RJ;24/03/2021;12;17264943;629553;2892;35373;42
RJ21/03/25;Sudeste;RJ;25/03/2021;12;17264943;632533;2980;35563;190
RJ21/03/26;Sudeste;RJ;26/03/2021;12;17264943;635712;3179;35758;195
RJ21/03/27;Sudeste;RJ;27/03/2021;12;17264943;638481;2769;36026;268
SP20/03/15;Sudeste;SP;15/03/2020;12;45919049;136;71;0;0
SP20/03/16;Sudeste;SP;16/03/2020;12;45919049;152;16;0;0
SP20/03/17;Sudeste;SP;17/03/2020;12;45919049;164;12;1;1
SP20/03/18;Sudeste;SP;18/03/2020;12;45919049;240;76;4;3
SP20/03/19;Sudeste;SP;19/03/2020;12;45919049;286;46;4;0
SP20/03/20;Sudeste;SP;20/03/2020;12;45919049;396;110;9;5
SP20/03/21;Sudeste;SP;21/03/2020;12;45919049;459;63;15;6
SP21/03/21;Sudeste;SP;21/03/2021;12;45919049;2306326;8265;67558;144
SP21/03/22;Sudeste;SP;22/03/2021;12;45919049;2311101;4775;67602;44
SP21/03/23;Sudeste;SP;23/03/2021;12;45919049;2332043;20942;68623;1021
SP21/03/24;Sudeste;SP;24/03/2021;12;45919049;2352438;20395;68904;281
SP21/03/25;Sudeste;SP;25/03/2021;12;45919049;2370885;18447;69503;599
SP21/03/26;Sudeste;SP;26/03/2021;12;45919049;2392374;21489;70696;1193
SP21/03/27;Sudeste;SP;27/03/2021;12;45919049;2410498;18124;71747;1051
PR20/03/15;Sul;PR;15/03/2020;12;11433957;6;0;0;0
PR20/03/16;Sul;PR;16/03/2020;12;11433957;6;0;0;0
PR20/03/17;Sul;PR;17/03/2020;12;11433957;6;0;0;0
PR20/03/18;Sul;PR;18/03/2020;12;11433957;13;7;0;0
PR20/03/19;Sul;PR;19/03/2020;12;11433957;23;10;0;0
PR20/03/20;Sul;PR;20/03/2020;12;11433957;32;9;0;0
PR20/03/21;Sul;PR;21/03/2020;12;11433957;43;11;0;0
PR21/03/21;Sul;PR;21/03/2021;12;11433957;796589;2146;14893;53
PR21/03/22;Sul;PR;22/03/2021;12;11433957;799813;3224;14969;76
PR21/03/23;Sul;PR;23/03/2021;12;11433957;807157;7344;15281;312
PR21/03/24;Sul;PR;24/03/2021;12;11433957;812719;5562;15454;173
PR21/03/25;Sul;PR;25/03/2021;12;11433957;824049;11330;15750;296
PR21/03/26;Sul;PR;26/03/2021;12;11433957;828749;4700;15939;189
PR21/03/27;Sul;PR;27/03/2021;12;11433957;833786;5037;16124;185
SC20/03/15;Sul;SC;15/03/2020;12;7164788;6;2;0;0
SC20/03/16;Sul;SC;16/03/2020;12;7164788;7;1;0;0
SC20/03/17;Sul;SC;17/03/2020;12;7164788;7;0;0;0
SC20/03/18;Sul;SC;18/03/2020;12;7164788;10;3;0;0
SC20/03/19;Sul;SC;19/03/2020;12;7164788;20;10;0;0
SC20/03/20;Sul;SC;20/03/2020;12;7164788;21;1;0;0
SC20/03/21;Sul;SC;21/03/2020;12;7164788;51;30;0;0
SC21/03/21;Sul;SC;21/03/2021;12;7164788;764299;3103;9539;68
SC21/03/22;Sul;SC;22/03/2021;12;7164788;767652;3353;9651;112
SC21/03/23;Sul;SC;23/03/2021;12;7164788;774409;6757;9833;182
SC21/03/24;Sul;SC;24/03/2021;12;7164788;778711;4302;9921;88
SC21/03/25;Sul;SC;25/03/2021;12;7164788;786197;7486;10108;187
SC21/03/26;Sul;SC;26/03/2021;12;7164788;790362;4165;10318;210
SC21/03/27;Sul;SC;27/03/2021;12;7164788;793856;3494;10419;101
RS20/03/15;Sul;RS;15/03/2020;12;11377239;6;0;0;0
RS20/03/16;Sul;RS;16/03/2020;12;11377239;6;0;0;0
RS20/03/17;Sul;RS;17/03/2020;12;11377239;10;4;0;0
RS20/03/18;Sul;RS;18/03/2020;12;11377239;19;9;0;0
RS20/03/19;Sul;RS;19/03/2020;12;11377239;28;9;0;0
RS20/03/20;Sul;RS;20/03/2020;12;11377239;37;9;0;0
RS20/03/21;Sul;RS;21/03/2020;12;11377239;60;23;0;0
RS21/03/21;Sul;RS;21/03/2021;12;11377239;791219;2515;16869;55
RS21/03/22;Sul;RS;22/03/2021;12;11377239;793008;1789;17157;288
RS21/03/23;Sul;RS;23/03/2021;12;11377239;801499;8491;17499;342
RS21/03/24;Sul;RS;24/03/2021;12;11377239;809039;7540;17748;249
RS21/03/25;Sul;RS;25/03/2021;12;11377239;815172;6133;17941;193
RS21/03/26;Sul;RS;26/03/2021;12;11377239;816275;1103;18349;408
RS21/03/27;Sul;RS;27/03/2021;12;11377239;828397;12122;18680;331
MS20/03/15;Centro_Oeste;MS;15/03/2020;12;2778986;0;0;0;0
MS20/03/16;Centro_Oeste;MS;16/03/2020;12;2778986;2;2;0;0
MS20/03/17;Centro_Oeste;MS;17/03/2020;12;2778986;4;2;0;0
MS20/03/18;Centro_Oeste;MS;18/03/2020;12;2778986;7;3;0;0
MS20/03/19;Centro_Oeste;MS;19/03/2020;12;2778986;7;0;0;0
MS20/03/20;Centro_Oeste;MS;20/03/2020;12;2778986;9;2;0;0
MS20/03/21;Centro_Oeste;MS;21/03/2020;12;2778986;16;7;0;0
MS21/03/21;Centro_Oeste;MS;21/03/2021;12;2778986;202168;1043;3826;27
MS21/03/22;Centro_Oeste;MS;22/03/2021;12;2778986;202831;663;3854;28
MS21/03/23;Centro_Oeste;MS;23/03/2021;12;2778986;204096;1265;3895;41
MS21/03/24;Centro_Oeste;MS;24/03/2021;12;2778986;205712;1616;3915;20
MS21/03/25;Centro_Oeste;MS;25/03/2021;12;2778986;206968;1256;3975;60
MS21/03/26;Centro_Oeste;MS;26/03/2021;12;2778986;208495;1527;4045;70
MS21/03/27;Centro_Oeste;MS;27/03/2021;12;2778986;210002;1507;4078;33
MT20/03/15;Centro_Oeste;MT;15/03/2020;12;3484466;0;0;0;0
MT20/03/16;Centro_Oeste;MT;16/03/2020;12;3484466;0;0;0;0
MT20/03/17;Centro_Oeste;MT;17/03/2020;12;3484466;0;0;0;0
MT20/03/18;Centro_Oeste;MT;18/03/2020;12;3484466;0;0;0;0
MT20/03/19;Centro_Oeste;MT;19/03/2020;12;3484466;0;0;0;0
MT20/03/20;Centro_Oeste;MT;20/03/2020;12;3484466;1;1;0;0
MT20/03/21;Centro_Oeste;MT;21/03/2020;12;3484466;2;1;0;0
MT21/03/21;Centro_Oeste;MT;21/03/2021;12;3484466;285016;624;6694;45
MT21/03/22;Centro_Oeste;MT;22/03/2021;12;3484466;287216;2200;6792;98
MT21/03/23;Centro_Oeste;MT;23/03/2021;12;3484466;289617;2401;6878;86
MT21/03/24;Centro_Oeste;MT;24/03/2021;12;3484466;292638;3021;6964;86
MT21/03/25;Centro_Oeste;MT;25/03/2021;12;3484466;295805;3167;7039;75
MT21/03/26;Centro_Oeste;MT;26/03/2021;12;3484466;298317;2512;7130;91
MT21/03/27;Centro_Oeste;MT;27/03/2021;12;3484466;299702;1385;7177;47
GO20/03/15;Centro_Oeste;GO;15/03/2020;12;7018354;3;0;0;0
GO20/03/16;Centro_Oeste;GO;16/03/2020;12;7018354;3;0;0;0
GO20/03/17;Centro_Oeste;GO;17/03/2020;12;7018354;6;3;0;0
GO20/03/18;Centro_Oeste;GO;18/03/2020;12;7018354;8;2;0;0
GO20/03/19;Centro_Oeste;GO;19/03/2020;12;7018354;12;4;0;0
GO20/03/20;Centro_Oeste;GO;20/03/2020;12;7018354;15;3;0;0
GO20/03/21;Centro_Oeste;GO;21/03/2020;12;7018354;20;5;0;0
GO21/03/21;Centro_Oeste;GO;21/03/2021;12;7018354;451932;563;10339;30
GO21/03/22;Centro_Oeste;GO;22/03/2021;12;7018354;453460;1528;10411;72
GO21/03/23;Centro_Oeste;GO;23/03/2021;12;7018354;457483;4023;10583;172
GO21/03/24;Centro_Oeste;GO;24/03/2021;12;7018354;462740;5257;10599;16
GO21/03/25;Centro_Oeste;GO;25/03/2021;12;7018354;467251;4511;10743;144
GO21/03/26;Centro_Oeste;GO;26/03/2021;12;7018354;471911;4660;10951;208
GO21/03/27;Centro_Oeste;GO;27/03/2021;12;7018354;474381;2470;11085;134
DF20/03/15;Centro_Oeste;DF;15/03/2020;12;3015268;8;2;0;0
DF20/03/16;Centro_Oeste;DF;16/03/2020;12;3015268;13;5;0;0
DF20/03/17;Centro_Oeste;DF;17/03/2020;12;3015268;22;9;0;0
DF20/03/18;Centro_Oeste;DF;18/03/2020;12;3015268;26;4;0;0
DF20/03/19;Centro_Oeste;DF;19/03/2020;12;3015268;42;16;0;0
DF20/03/20;Centro_Oeste;DF;20/03/2020;12;3015268;87;45;0;0
DF20/03/21;Centro_Oeste;DF;21/03/2020;12;3015268;100;13;0;0
DF21/03/21;Centro_Oeste;DF;21/03/2021;12;3015268;328902;1080;5382;27
DF21/03/22;Centro_Oeste;DF;22/03/2021;12;3015268;330756;1854;5441;59
DF21/03/23;Centro_Oeste;DF;23/03/2021;12;3015268;332153;1397;5503;62
DF21/03/24;Centro_Oeste;DF;24/03/2021;12;3015268;333348;1195;5553;50
DF21/03/25;Centro_Oeste;DF;25/03/2021;12;3015268;335153;1805;5610;57
DF21/03/26;Centro_Oeste;DF;26/03/2021;12;3015268;337294;2141;5674;64
DF21/03/27;Centro_Oeste;DF;27/03/2021;12;3015268;338930;1636;5717;43
RO20/03/22;Norte;RO;22/03/2020;13;1777225;3;2;0;0
RO20/03/23;Norte;RO;23/03/2020;13;1777225;3;0;0;0
RO20/03/24;Norte;RO;24/03/2020;13;1777225;3;0;0;0
RO20/03/25;Norte;RO;25/03/2020;13;1777225;5;2;0;0
RO20/03/26;Norte;RO;26/03/2020;13;1777225;5;0;0;0
RO20/03/27;Norte;RO;27/03/2020;13;1777225;6;1;0;0
RO20/03/28;Norte;RO;28/03/2020;13;1777225;6;0;0;0
RO21/03/28;Norte;RO;28/03/2021;13;1777225;183642;798;3990;24
AC20/03/22;Norte;AC;22/03/2020;13;881935;11;2;0;0
AC20/03/23;Norte;AC;23/03/2020;13;881935;11;0;0;0
AC20/03/24;Norte;AC;24/03/2020;13;881935;17;6;0;0
AC20/03/25;Norte;AC;25/03/2020;13;881935;23;6;0;0
AC20/03/26;Norte;AC;26/03/2020;13;881935;24;1;0;0
AC20/03/27;Norte;AC;27/03/2020;13;881935;25;1;0;0
AC20/03/28;Norte;AC;28/03/2020;13;881935;25;0;0;0
AC21/03/28;Norte;AC;28/03/2021;13;881935;68742;167;1234;5
AM20/03/22;Norte;AM;22/03/2020;13;4144597;26;15;0;0
AM20/03/23;Norte;AM;23/03/2020;13;4144597;32;6;0;0
AM20/03/24;Norte;AM;24/03/2020;13;4144597;47;15;0;0
AM20/03/25;Norte;AM;25/03/2020;13;4144597;54;7;1;1
AM20/03/26;Norte;AM;26/03/2020;13;4144597;67;13;1;0
AM20/03/27;Norte;AM;27/03/2020;13;4144597;81;14;1;0
AM20/03/28;Norte;AM;28/03/2020;13;4144597;111;30;1;0
AM21/03/28;Norte;AM;28/03/2021;13;4144597;345810;474;11952;13
RR20/03/22;Norte;RR;22/03/2020;13;605761;2;2;0;0
RR20/03/23;Norte;RR;23/03/2020;13;605761;2;0;0;0
RR20/03/24;Norte;RR;24/03/2020;13;605761;2;0;0;0
RR20/03/25;Norte;RR;25/03/2020;13;605761;8;6;0;0
RR20/03/26;Norte;RR;26/03/2020;13;605761;8;0;0;0
RR20/03/27;Norte;RR;27/03/2020;13;605761;10;2;0;0
RR20/03/28;Norte;RR;28/03/2020;13;605761;12;2;0;0
RR21/03/28;Norte;RR;28/03/2021;13;605761;89116;136;1320;0
PA20/03/22;Norte;PA;22/03/2020;13;8602865;4;2;0;0
PA20/03/23;Norte;PA;23/03/2020;13;8602865;5;1;0;0
PA20/03/24;Norte;PA;24/03/2020;13;8602865;5;0;0;0
PA20/03/25;Norte;PA;25/03/2020;13;8602865;7;2;0;0
PA20/03/26;Norte;PA;26/03/2020;13;8602865;13;6;0;0
PA20/03/27;Norte;PA;27/03/2020;13;8602865;13;0;0;0
PA20/03/28;Norte;PA;28/03/2020;13;8602865;17;4;0;0
PA21/03/28;Norte;PA;28/03/2021;13;8602865;412122;759;10252;60
AP20/03/22;Norte;AP;22/03/2020;13;845731;1;0;0;0
AP20/03/23;Norte;AP;23/03/2020;13;845731;1;0;0;0
AP20/03/24;Norte;AP;24/03/2020;13;845731;1;0;0;0
AP20/03/25;Norte;AP;25/03/2020;13;845731;1;0;0;0
AP20/03/26;Norte;AP;26/03/2020;13;845731;2;1;0;0
AP20/03/27;Norte;AP;27/03/2020;13;845731;2;0;0;0
AP20/03/28;Norte;AP;28/03/2020;13;845731;4;2;0;0
AP21/03/28;Norte;AP;28/03/2021;13;845731;95649;249;1268;0
TO20/03/22;Norte;TO;22/03/2020;13;1572866;2;0;0;0
TO20/03/23;Norte;TO;23/03/2020;13;1572866;5;3;0;0
TO20/03/24;Norte;TO;24/03/2020;13;1572866;7;2;0;0
TO20/03/25;Norte;TO;25/03/2020;13;1572866;7;0;0;0
TO20/03/26;Norte;TO;26/03/2020;13;1572866;7;0;0;0
TO20/03/27;Norte;TO;27/03/2020;13;1572866;8;1;0;0
TO20/03/28;Norte;TO;28/03/2020;13;1572866;9;1;0;0
TO21/03/28;Norte;TO;28/03/2021;13;1572866;138840;634;1972;30
MA20/03/22;Nordeste;MA;22/03/2020;13;7075181;2;1;0;0
MA20/03/23;Nordeste;MA;23/03/2020;13;7075181;2;0;0;0
MA20/03/24;Nordeste;MA;24/03/2020;13;7075181;8;6;0;0
MA20/03/25;Nordeste;MA;25/03/2020;13;7075181;8;0;0;0
MA20/03/26;Nordeste;MA;26/03/2020;13;7075181;10;2;0;0
MA20/03/27;Nordeste;MA;27/03/2020;13;7075181;13;3;0;0
MA20/03/28;Nordeste;MA;28/03/2020;13;7075181;14;1;0;0
MA21/03/28;Nordeste;MA;28/03/2021;13;7075181;239953;237;5949;39
PI20/03/22;Nordeste;PI;22/03/2020;13;3273227;4;0;0;0
PI20/03/23;Nordeste;PI;23/03/2020;13;3273227;6;2;0;0
PI20/03/24;Nordeste;PI;24/03/2020;13;3273227;6;0;0;0
PI20/03/25;Nordeste;PI;25/03/2020;13;3273227;8;2;0;0
PI20/03/26;Nordeste;PI;26/03/2020;13;3273227;9;1;0;0
PI20/03/27;Nordeste;PI;27/03/2020;13;3273227;9;0;0;0
PI20/03/28;Nordeste;PI;28/03/2020;13;3273227;11;2;1;1
PI21/03/28;Nordeste;PI;28/03/2021;13;3273227;201517;1232;3996;29
CE20/03/22;Nordeste;CE;22/03/2020;13;9132078;112;44;0;0
CE20/03/23;Nordeste;CE;23/03/2020;13;9132078;163;51;0;0
CE20/03/24;Nordeste;CE;24/03/2020;13;9132078;182;19;0;0
CE20/03/25;Nordeste;CE;25/03/2020;13;9132078;200;18;0;0
CE20/03/26;Nordeste;CE;26/03/2020;13;9132078;235;35;3;3
CE20/03/27;Nordeste;CE;27/03/2020;13;9132078;282;47;3;0
CE20/03/28;Nordeste;CE;28/03/2020;13;9132078;314;32;4;1
CE21/03/28;Nordeste;CE;28/03/2021;13;9132078;524428;2255;13580;72
RN20/03/22;Nordeste;RN;22/03/2020;13;3506853;9;3;0;0
RN20/03/23;Nordeste;RN;23/03/2020;13;3506853;13;4;0;0
RN20/03/24;Nordeste;RN;24/03/2020;13;3506853;13;0;0;0
RN20/03/25;Nordeste;RN;25/03/2020;13;3506853;14;1;0;0
RN20/03/26;Nordeste;RN;26/03/2020;13;3506853;19;5;0;0
RN20/03/27;Nordeste;RN;27/03/2020;13;3506853;28;9;0;0
RN20/03/28;Nordeste;RN;28/03/2020;13;3506853;45;17;0;0
RN21/03/28;Nordeste;RN;28/03/2021;13;3506853;191779;8;4413;19
PB20/03/22;Nordeste;PB;22/03/2020;13;4018127;1;0;0;0
PB20/03/23;Nordeste;PB;23/03/2020;13;4018127;2;1;0;0
PB20/03/24;Nordeste;PB;24/03/2020;13;4018127;3;1;0;0
PB20/03/25;Nordeste;PB;25/03/2020;13;4018127;3;0;0;0
PB20/03/26;Nordeste;PB;26/03/2020;13;4018127;5;2;0;0
PB20/03/27;Nordeste;PB;27/03/2020;13;4018127;9;4;0;0
PB20/03/28;Nordeste;PB;28/03/2020;13;4018127;14;5;0;0
PB21/03/28;Nordeste;PB;28/03/2021;13;4018127;255502;1203;5552;43
PE20/03/22;Nordeste;PE;22/03/2020;13;9557071;37;7;0;0
PE20/03/23;Nordeste;PE;23/03/2020;13;9557071;42;5;0;0
PE20/03/24;Nordeste;PE;24/03/2020;13;9557071;42;0;0;0
PE20/03/25;Nordeste;PE;25/03/2020;13;9557071;46;4;1;1
PE20/03/26;Nordeste;PE;26/03/2020;13;9557071;48;2;3;2
PE20/03/27;Nordeste;PE;27/03/2020;13;9557071;56;8;4;1
PE20/03/28;Nordeste;PE;28/03/2020;13;9557071;68;12;5;1
PE21/03/28;Nordeste;PE;28/03/2021;13;9557071;344177;771;12006;31
AL20/03/22;Nordeste;AL;22/03/2020;13;3337357;7;0;0;0
AL20/03/23;Nordeste;AL;23/03/2020;13;3337357;7;0;0;0
AL20/03/24;Nordeste;AL;24/03/2020;13;3337357;9;2;0;0
AL20/03/25;Nordeste;AL;25/03/2020;13;3337357;11;2;0;0
AL20/03/26;Nordeste;AL;26/03/2020;13;3337357;11;0;0;0
AL20/03/27;Nordeste;AL;27/03/2020;13;3337357;11;0;0;0
AL20/03/28;Nordeste;AL;28/03/2020;13;3337357;14;3;0;0
AL21/03/28;Nordeste;AL;28/03/2021;13;3337357;151824;734;3489;22
SE20/03/22;Nordeste;SE;22/03/2020;13;2298696;10;0;0;0
SE20/03/23;Nordeste;SE;23/03/2020;13;2298696;10;0;0;0
SE20/03/24;Nordeste;SE;24/03/2020;13;2298696;15;5;0;0
SE20/03/25;Nordeste;SE;25/03/2020;13;2298696;16;1;0;0
SE20/03/26;Nordeste;SE;26/03/2020;13;2298696;16;0;0;0
SE20/03/27;Nordeste;SE;27/03/2020;13;2298696;16;0;0;0
SE20/03/28;Nordeste;SE;28/03/2020;13;2298696;16;0;0;0
SE21/03/28;Nordeste;SE;28/03/2021;13;2298696;171701;440;3432;21
BA20/03/22;Nordeste;BA;22/03/2020;13;14873064;49;8;0;0
BA20/03/23;Nordeste;BA;23/03/2020;13;14873064;63;14;0;0
BA20/03/24;Nordeste;BA;24/03/2020;13;14873064;76;13;0;0
BA20/03/25;Nordeste;BA;25/03/2020;13;14873064;84;8;0;0
BA20/03/26;Nordeste;BA;26/03/2020;13;14873064;104;20;0;0
BA20/03/27;Nordeste;BA;27/03/2020;13;14873064;115;11;0;0
BA20/03/28;Nordeste;BA;28/03/2020;13;14873064;127;12;0;0
BA21/03/28;Nordeste;BA;28/03/2021;13;14873064;794437;2956;14960;74
MG20/03/22;Sudeste;MG;22/03/2020;13;21168791;83;45;0;0
MG20/03/23;Sudeste;MG;23/03/2020;13;21168791;128;45;0;0
MG20/03/24;Sudeste;MG;24/03/2020;13;21168791;130;2;0;0
MG20/03/25;Sudeste;MG;25/03/2020;13;21168791;133;3;0;0
MG20/03/26;Sudeste;MG;26/03/2020;13;21168791;153;20;0;0
MG20/03/27;Sudeste;MG;27/03/2020;13;21168791;189;36;0;0
MG20/03/28;Sudeste;MG;28/03/2020;13;21168791;205;16;0;0
MG21/03/28;Sudeste;MG;28/03/2021;13;21168791;1100575;7036;23687;321
ES20/03/22;Sudeste;ES;22/03/2020;13;4018650;26;0;0;0
ES20/03/23;Sudeste;ES;23/03/2020;13;4018650;29;3;0;0
ES20/03/24;Sudeste;ES;24/03/2020;13;4018650;33;4;0;0
ES20/03/25;Sudeste;ES;25/03/2020;13;4018650;39;6;0;0
ES20/03/26;Sudeste;ES;26/03/2020;13;4018650;39;0;0;0
ES20/03/27;Sudeste;ES;27/03/2020;13;4018650;47;8;0;0
ES20/03/28;Sudeste;ES;28/03/2020;13;4018650;53;6;0;0
ES21/03/28;Sudeste;ES;28/03/2021;13;4018650;374179;1575;7278;30
RJ20/03/22;Sudeste;RJ;22/03/2020;13;17264943;186;67;3;0
RJ20/03/23;Sudeste;RJ;23/03/2020;13;17264943;233;47;4;1
RJ20/03/24;Sudeste;RJ;24/03/2020;13;17264943;305;72;6;2
RJ20/03/25;Sudeste;RJ;25/03/2020;13;17264943;370;65;6;0
RJ20/03/26;Sudeste;RJ;26/03/2020;13;17264943;421;51;9;3
RJ20/03/27;Sudeste;RJ;27/03/2020;13;17264943;493;72;10;1
RJ20/03/28;Sudeste;RJ;28/03/2020;13;17264943;558;65;13;3
RJ21/03/28;Sudeste;RJ;28/03/2021;13;17264943;640467;1986;36109;83
SP20/03/22;Sudeste;SP;22/03/2020;13;45919049;631;172;22;7
SP20/03/23;Sudeste;SP;23/03/2020;13;45919049;745;114;30;8
SP20/03/24;Sudeste;SP;24/03/2020;13;45919049;810;65;40;10
SP20/03/25;Sudeste;SP;25/03/2020;13;45919049;862;52;48;8
SP20/03/26;Sudeste;SP;26/03/2020;13;45919049;1052;190;58;10
SP20/03/27;Sudeste;SP;27/03/2020;13;45919049;1223;171;68;10
SP20/03/28;Sudeste;SP;28/03/2020;13;45919049;1406;183;84;16
SP21/03/28;Sudeste;SP;28/03/2021;13;45919049;2420100;9602;71991;244
PR20/03/22;Sul;PR;22/03/2020;13;11433957;50;7;0;0
PR20/03/23;Sul;PR;23/03/2020;13;11433957;56;6;0;0
PR20/03/24;Sul;PR;24/03/2020;13;11433957;65;9;0;0
PR20/03/25;Sul;PR;25/03/2020;13;11433957;81;16;0;0
PR20/03/26;Sul;PR;26/03/2020;13;11433957;102;21;0;0
PR20/03/27;Sul;PR;27/03/2020;13;11433957;119;17;2;2
PR20/03/28;Sul;PR;28/03/2020;13;11433957;133;14;2;0
PR21/03/28;Sul;PR;28/03/2021;13;11433957;836936;3150;16190;66
SC20/03/22;Sul;SC;22/03/2020;13;7164788;57;6;0;0
SC20/03/23;Sul;SC;23/03/2020;13;7164788;68;11;0;0
SC20/03/24;Sul;SC;24/03/2020;13;7164788;107;39;0;0
SC20/03/25;Sul;SC;25/03/2020;13;7164788;109;2;0;0
SC20/03/26;Sul;SC;26/03/2020;13;7164788;122;13;1;1
SC20/03/27;Sul;SC;27/03/2020;13;7164788;149;27;1;0
SC20/03/28;Sul;SC;28/03/2020;13;7164788;184;35;1;0
SC21/03/28;Sul;SC;28/03/2021;13;7164788;795391;1535;10482;63
RS20/03/22;Sul;RS;22/03/2020;13;11377239;72;12;0;0
RS20/03/23;Sul;RS;23/03/2020;13;11377239;86;14;0;0
RS20/03/24;Sul;RS;24/03/2020;13;11377239;98;12;0;0
RS20/03/25;Sul;RS;25/03/2020;13;11377239;123;25;1;1
RS20/03/26;Sul;RS;26/03/2020;13;11377239;168;45;1;0
RS20/03/27;Sul;RS;27/03/2020;13;11377239;195;27;2;1
RS20/03/28;Sul;RS;28/03/2020;13;11377239;197;2;2;0
RS21/03/28;Sul;RS;28/03/2021;13;11377239;830630;2233;18823;143
MS20/03/22;Centro_Oeste;MS;22/03/2020;13;2778986;21;5;0;0
MS20/03/23;Centro_Oeste;MS;23/03/2020;13;2778986;21;0;0;0
MS20/03/24;Centro_Oeste;MS;24/03/2020;13;2778986;23;2;0;0
